2026-03-08 10:33:31,871 | INFO     | sync_agent | Resume sync agent starting…
2026-03-17 07:57:01,774 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/6037b3b2-ea3f-40f2-a92d-580b4476868f/Sai_Prabhat_Full_Stack.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzYwMzdiM2IyLWVhM2YtNDBmMi1hOTJkLTU4MGI0NDc2ODY4Zi9TYWlfUHJhYmhhdF9GdWxsX1N0YWNrLnBkZiIsImlhdCI6MTc3MzcxNDQyMCwiZXhwIjoxNzczNzE4MDIwfQ.mG1wLYnOhQG9gef9bG8CYhxtDpTgGgAXlq0_Uldb268 "HTTP/1.1 200 OK"
2026-03-17 07:57:01,774 | INFO     | api_client | Downloaded Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:57:01,774 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_Full_Stack_Engineering.pdf
2026-03-17 07:57:02,186 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/a469944a-748f-453d-967f-e98d09ab4159 "HTTP/1.1 200 OK"
2026-03-17 07:57:03,670 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/a469944a-748f-453d-967f-e98d09ab4159/Sai_Prabhat_Full_Stack_Engineering.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzL2E0Njk5NDRhLTc0OGYtNDUzZC05NjdmLWU5OGQwOWFiNDE1OS9TYWlfUHJhYmhhdF9GdWxsX1N0YWNrX0VuZ2luZWVyaW5nLnBkZiIsImlhdCI6MTc3MzcxNDQyMiwiZXhwIjoxNzczNzE4MDIyfQ.72cltSwmNSAkHLNkRHKiJ3u_M9V_zwc_HcDInnTWhZI "HTTP/1.1 200 OK"
2026-03-17 07:57:03,670 | INFO     | api_client | Downloaded Sai_Prabhat_Full_Stack_Engineering.pdf
2026-03-17 07:57:03,670 | INFO     | sync_engine | [UPLOAD]   SocialPost.ai\G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-17 07:57:04,220 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 07:57:04,234 | INFO     | api_client | Uploaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-17 07:57:04,234 | INFO     | sync_engine | [UPLOAD]   SuperLiving\Sai_Prabhat_AI_Engineer.pdf
2026-03-17 07:57:04,742 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 07:57:04,742 | INFO     | api_client | Uploaded Sai_Prabhat_AI_Engineer.pdf
2026-03-17 07:57:04,742 | INFO     | sync_engine | Sync cycle complete.
2026-03-17 07:57:05,051 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-17 07:57:05,051 | INFO     | file_indexer | Cloud index built – 7 file(s).
2026-03-17 07:57:05,051 | INFO     | watcher | File watcher started on F:\resume
2026-03-17 07:57:05,059 | INFO     | sync_agent | Agent is running.  Press Ctrl-C to stop.
2026-03-17 08:00:07,469 | INFO     | sync_agent | Resume sync agent starting…
2026-03-17 08:00:07,469 | INFO     | sync_agent | Waiting 30 seconds for network to stabilise…
2026-03-17 08:00:38,852 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-17 08:00:38,852 | INFO     | sync_agent | API is reachable (attempt 1).
2026-03-17 08:00:39,237 | INFO     | sync_agent | Fetching cloud file list…
2026-03-17 08:00:39,670 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-17 08:00:39,670 | INFO     | file_indexer | Cloud index built – 7 file(s).
2026-03-17 08:00:39,763 | INFO     | file_indexer | Local index built – 14 file(s).
2026-03-17 08:00:39,763 | INFO     | sync_engine | Sync started – 14 local, 7 cloud, 14 unique.
2026-03-17 08:00:39,763 | INFO     | sync_engine | [UPLOAD]   8byte\Sai_Prabhat_Full_Stack.pdf
2026-03-17 08:00:40,695 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 08:00:40,695 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-17 08:00:40,695 | INFO     | sync_engine | [UPLOAD]   BreadFinicaial\Sai_Prabhat_Full_Stack.pdf
2026-03-17 08:00:41,517 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 08:00:41,517 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-17 08:00:41,517 | INFO     | sync_engine | [UPLOAD]   Dotrr.ai\Sai_Prabhat_Full_Stack.pdf
2026-03-17 08:00:42,129 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 08:00:42,129 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-17 08:00:42,129 | INFO     | sync_engine | [UPLOAD]   Figr\G_SAI_PRABHAT.pdf
2026-03-17 08:00:42,946 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 08:00:42,946 | INFO     | api_client | Uploaded G_SAI_PRABHAT.pdf
2026-03-17 08:00:42,946 | INFO     | sync_engine | [UPLOAD]   Galaxy8e\G_S_PRABHAT_Full_Stack.pdf
2026-03-17 08:00:43,563 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 08:00:43,563 | INFO     | api_client | Uploaded G_S_PRABHAT_Full_Stack.pdf
2026-03-17 08:00:43,563 | INFO     | sync_engine | [UPLOAD]   SocialPost.ai\G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-17 08:00:44,070 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 08:00:44,070 | INFO     | api_client | Uploaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-17 08:00:44,078 | INFO     | sync_engine | [UPLOAD]   SuperLiving\Sai_Prabhat_AI_Engineer.pdf
2026-03-17 08:00:44,786 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 08:00:44,786 | INFO     | api_client | Uploaded Sai_Prabhat_AI_Engineer.pdf
2026-03-17 08:00:44,786 | INFO     | sync_engine | Sync cycle complete.
2026-03-17 08:00:45,100 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-17 08:00:45,101 | INFO     | file_indexer | Cloud index built – 7 file(s).
2026-03-17 08:00:45,102 | INFO     | watcher | File watcher started on F:\resume
2026-03-17 08:00:45,105 | INFO     | sync_agent | Agent is running.  Press Ctrl-C to stop.
2026-03-17 08:02:53,113 | INFO     | sync_engine | [WATCH-DELETE] G_S_PRABHAT_Full_Stack.pdf (id=e6991c0e-05d9-46fa-bf38-d5543028e8f6)
2026-03-17 08:02:53,127 | INFO     | sync_engine | [WATCH-DELETE] G_SAI_PRABHAT.pdf (id=6c7fb933-7494-4e4f-b264-ca779577b358)
2026-03-17 08:02:53,127 | INFO     | sync_engine | [WATCH-DELETE] G_SAI_PRABHAT_FULL_STACK.pdf (id=2b14b0fd-166c-49cd-aaf9-d3eb937c5f4a)
2026-03-17 08:02:53,127 | INFO     | sync_engine | [WATCH-DELETE] Resume11__Copy_ (1).pdf (id=22122e4b-479a-48e4-b567-49072dbc7d64)
2026-03-17 08:02:53,138 | INFO     | sync_engine | [WATCH-DELETE] Sai_Prabhat_AI_Engineer.pdf (id=9b75e8a6-8df1-4c5a-8ad4-b48543064a50)
2026-03-17 08:02:53,138 | INFO     | sync_engine | [WATCH-DELETE] Sai_Prabhat_Full_Stack.pdf (id=6037b3b2-ea3f-40f2-a92d-580b4476868f)
2026-03-17 08:02:53,138 | INFO     | sync_engine | [WATCH-DELETE] Sai_Prabhat_Full_Stack_Engineering.pdf (id=a469944a-748f-453d-967f-e98d09ab4159)
2026-03-17 08:02:54,524 | INFO     | httpx | HTTP Request: DELETE https://resume-sync-backend.onrender.com/api/v1/resumes/e6991c0e-05d9-46fa-bf38-d5543028e8f6 "HTTP/1.1 200 OK"
2026-03-17 08:02:54,524 | INFO     | api_client | Deleted cloud resume id=e6991c0e-05d9-46fa-bf38-d5543028e8f6
2026-03-17 08:02:55,034 | INFO     | httpx | HTTP Request: DELETE https://resume-sync-backend.onrender.com/api/v1/resumes/6c7fb933-7494-4e4f-b264-ca779577b358 "HTTP/1.1 200 OK"
2026-03-17 08:02:55,042 | INFO     | api_client | Deleted cloud resume id=6c7fb933-7494-4e4f-b264-ca779577b358
2026-03-17 08:02:55,457 | INFO     | httpx | HTTP Request: DELETE https://resume-sync-backend.onrender.com/api/v1/resumes/a469944a-748f-453d-967f-e98d09ab4159 "HTTP/1.1 200 OK"
2026-03-17 08:02:55,457 | INFO     | api_client | Deleted cloud resume id=a469944a-748f-453d-967f-e98d09ab4159
2026-03-17 08:02:56,057 | INFO     | httpx | HTTP Request: DELETE https://resume-sync-backend.onrender.com/api/v1/resumes/2b14b0fd-166c-49cd-aaf9-d3eb937c5f4a "HTTP/1.1 200 OK"
2026-03-17 08:02:56,057 | INFO     | api_client | Deleted cloud resume id=2b14b0fd-166c-49cd-aaf9-d3eb937c5f4a
2026-03-17 08:02:56,472 | INFO     | httpx | HTTP Request: DELETE https://resume-sync-backend.onrender.com/api/v1/resumes/9b75e8a6-8df1-4c5a-8ad4-b48543064a50 "HTTP/1.1 200 OK"
2026-03-17 08:02:56,472 | INFO     | api_client | Deleted cloud resume id=9b75e8a6-8df1-4c5a-8ad4-b48543064a50
2026-03-17 08:02:56,973 | INFO     | httpx | HTTP Request: DELETE https://resume-sync-backend.onrender.com/api/v1/resumes/22122e4b-479a-48e4-b567-49072dbc7d64 "HTTP/1.1 200 OK"
2026-03-17 08:02:56,973 | INFO     | api_client | Deleted cloud resume id=22122e4b-479a-48e4-b567-49072dbc7d64
2026-03-17 08:02:57,491 | INFO     | httpx | HTTP Request: DELETE https://resume-sync-backend.onrender.com/api/v1/resumes/6037b3b2-ea3f-40f2-a92d-580b4476868f "HTTP/1.1 200 OK"
2026-03-17 08:02:57,491 | INFO     | api_client | Deleted cloud resume id=6037b3b2-ea3f-40f2-a92d-580b4476868f
2026-03-18 06:33:11,428 | INFO     | sync_agent | Resume sync agent starting…
2026-03-18 06:33:11,428 | INFO     | sync_agent | Waiting 30 seconds for network to stabilise…
2026-03-18 06:33:58,835 | WARNING  | sync_agent | Network not ready (attempt 1): The read operation timed out
2026-03-18 06:34:24,511 | WARNING  | sync_agent | Network not ready (attempt 2): The read operation timed out
2026-03-18 06:35:01,159 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-18 06:35:01,450 | INFO     | sync_agent | API is reachable (attempt 3).
2026-03-18 06:35:09,668 | INFO     | sync_agent | Fetching cloud file list…
2026-03-18 06:35:10,263 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-18 06:35:11,290 | INFO     | file_indexer | Cloud index built – 5 file(s).
2026-03-18 06:35:11,320 | INFO     | file_indexer | Local index built – 7 file(s).
2026-03-18 06:35:11,320 | INFO     | sync_engine | Sync started – 7 local, 5 cloud, 12 unique.
2026-03-18 06:35:11,330 | INFO     | sync_engine | [UPLOAD]   8byte\Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:12,425 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-18 06:35:13,047 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:13,047 | INFO     | sync_engine | [UPLOAD]   BreadFinicaial\Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:14,111 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-18 06:35:15,017 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:15,944 | INFO     | sync_engine | [UPLOAD]   Dotrr.ai\Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:16,929 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-18 06:35:16,949 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:17,002 | INFO     | sync_engine | [UPLOAD]   Figr\G_SAI_PRABHAT.pdf
2026-03-18 06:35:17,737 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-18 06:35:17,737 | INFO     | api_client | Uploaded G_SAI_PRABHAT.pdf
2026-03-18 06:35:17,737 | INFO     | sync_engine | [DOWNLOAD] G_SAI_PRABHAT.pdf
2026-03-18 06:35:18,100 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/8bbaf001-bdb8-46ee-bddd-87b29a6a33b9 "HTTP/1.1 200 OK"
2026-03-18 06:35:21,609 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/8bbaf001-bdb8-46ee-bddd-87b29a6a33b9/G_SAI_PRABHAT.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzhiYmFmMDAxLWJkYjgtNDZlZS1iZGRkLTg3YjI5YTZhMzNiOS9HX1NBSV9QUkFCSEFULnBkZiIsImlhdCI6MTc3Mzc5NTkxOSwiZXhwIjoxNzczNzk5NTE5fQ.KHnKyFxOGjbsCvHkTYP0m2lLM5Xdg-HZeznjzC3RphA "HTTP/1.1 200 OK"
2026-03-18 06:35:21,730 | INFO     | api_client | Downloaded G_SAI_PRABHAT.pdf
2026-03-18 06:35:21,738 | INFO     | sync_engine | [DOWNLOAD] G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-18 06:35:22,262 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/1f753b7c-d3cf-43ba-b307-c20b9aba2973 "HTTP/1.1 200 OK"
2026-03-18 06:35:26,052 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/1f753b7c-d3cf-43ba-b307-c20b9aba2973/G_SAI_PRABHAT_FULL_STACK.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzFmNzUzYjdjLWQzY2YtNDNiYS1iMzA3LWMyMGI5YWJhMjk3My9HX1NBSV9QUkFCSEFUX0ZVTExfU1RBQ0sucGRmIiwiaWF0IjoxNzczNzk1OTIzLCJleHAiOjE3NzM3OTk1MjN9.-MFto-z7QmdoDss6NFsaK2403Ugk48Okfc6rIFNmIoo "HTTP/1.1 200 OK"
2026-03-18 06:35:26,104 | INFO     | api_client | Downloaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-18 06:35:26,145 | INFO     | sync_engine | [DOWNLOAD] G_S_PRABHAT_Full_Stack.pdf
2026-03-18 06:35:27,001 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/797d4450-e330-453c-8e15-db87633d3d50 "HTTP/1.1 200 OK"
2026-03-18 06:35:34,021 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/797d4450-e330-453c-8e15-db87633d3d50/G_S_PRABHAT_Full_Stack.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzc5N2Q0NDUwLWUzMzAtNDUzYy04ZTE1LWRiODc2MzNkM2Q1MC9HX1NfUFJBQkhBVF9GdWxsX1N0YWNrLnBkZiIsImlhdCI6MTc3Mzc5NTkyNywiZXhwIjoxNzczNzk5NTI3fQ.qX92RJtXy5F_RJpUh4E8TTIOFLGUohTLZoV3JrKS4-U "HTTP/1.1 200 OK"
2026-03-18 06:35:34,069 | INFO     | api_client | Downloaded G_S_PRABHAT_Full_Stack.pdf
2026-03-18 06:35:34,256 | INFO     | sync_engine | [UPLOAD]   Galaxy8e\G_S_PRABHAT_Full_Stack.pdf
2026-03-18 06:35:35,548 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-18 06:35:36,510 | INFO     | api_client | Uploaded G_S_PRABHAT_Full_Stack.pdf
2026-03-18 06:35:36,510 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_AI_Engineer.pdf
2026-03-18 06:35:36,845 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/4d07e1eb-9874-4f83-9fa0-149019a43a07 "HTTP/1.1 200 OK"
2026-03-18 06:35:40,066 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/4d07e1eb-9874-4f83-9fa0-149019a43a07/Sai_Prabhat_AI_Engineer.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzRkMDdlMWViLTk4NzQtNGY4My05ZmEwLTE0OTAxOWE0M2EwNy9TYWlfUHJhYmhhdF9BSV9FbmdpbmVlci5wZGYiLCJpYXQiOjE3NzM3OTU5MzcsImV4cCI6MTc3Mzc5OTUzN30.73AbBX8WB1U4ARNQkkCkaxOqXtmqUKxJezzW2LDHpWI "HTTP/1.1 200 OK"
2026-03-18 06:35:40,113 | INFO     | api_client | Downloaded Sai_Prabhat_AI_Engineer.pdf
2026-03-18 06:35:40,115 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:40,499 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/5afedcff-cafd-49d3-bef4-c3db8236155f "HTTP/1.1 200 OK"
2026-03-18 06:35:44,874 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/5afedcff-cafd-49d3-bef4-c3db8236155f/Sai_Prabhat_Full_Stack.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzVhZmVkY2ZmLWNhZmQtNDlkMy1iZWY0LWMzZGI4MjM2MTU1Zi9TYWlfUHJhYmhhdF9GdWxsX1N0YWNrLnBkZiIsImlhdCI6MTc3Mzc5NTk0MSwiZXhwIjoxNzczNzk5NTQxfQ.By2mr6c1DsxsSdpT1utlNYTYHJ-7NL7LP9IBitF865Q "HTTP/1.1 200 OK"
2026-03-18 06:35:44,896 | INFO     | api_client | Downloaded Sai_Prabhat_Full_Stack.pdf
2026-03-18 06:35:44,905 | INFO     | sync_engine | [UPLOAD]   SocialPost.ai\G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-18 06:35:45,497 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-18 06:35:46,056 | INFO     | api_client | Uploaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-18 06:35:46,074 | INFO     | sync_engine | [UPLOAD]   SuperLiving\Sai_Prabhat_AI_Engineer.pdf
2026-03-18 06:35:46,906 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-18 06:35:47,098 | INFO     | api_client | Uploaded Sai_Prabhat_AI_Engineer.pdf
2026-03-18 06:35:47,098 | INFO     | sync_engine | Sync cycle complete.
2026-03-18 06:35:47,330 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-18 06:35:47,337 | INFO     | file_indexer | Cloud index built – 5 file(s).
2026-03-18 06:35:47,339 | INFO     | watcher | File watcher started on F:\resume
2026-03-18 06:35:47,349 | INFO     | sync_agent | Agent is running.  Press Ctrl-C to stop.
2026-03-20 13:27:17,984 | INFO     | sync_agent | Resume sync agent starting…
2026-03-20 13:27:17,984 | INFO     | sync_agent | Waiting 30 seconds for network to stabilise…
2026-03-20 23:02:25,206 | INFO     | sync_agent | Resume sync agent starting…
2026-03-20 23:02:25,206 | INFO     | sync_agent | Waiting 30 seconds for network to stabilise…
2026-03-21 11:04:33,807 | INFO     | sync_agent | Resume sync agent starting…
2026-03-21 11:04:33,807 | INFO     | sync_agent | Waiting 30 seconds for network to stabilise…
2026-03-21 11:05:20,217 | WARNING  | sync_agent | Network not ready (attempt 1): The read operation timed out
2026-03-21 11:05:45,740 | WARNING  | sync_agent | Network not ready (attempt 2): The read operation timed out
2026-03-21 11:06:11,410 | WARNING  | sync_agent | Network not ready (attempt 3): The read operation timed out
2026-03-21 11:06:31,163 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-21 11:06:31,187 | INFO     | sync_agent | API is reachable (attempt 4).
2026-03-21 11:06:31,665 | INFO     | sync_agent | Fetching cloud file list…
2026-03-21 11:06:31,906 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-21 11:06:31,914 | INFO     | file_indexer | Cloud index built – 5 file(s).
2026-03-21 11:06:32,193 | INFO     | file_indexer | Local index built – 12 file(s).
2026-03-21 11:06:32,193 | INFO     | sync_engine | Sync started – 12 local, 5 cloud, 12 unique.
2026-03-21 11:06:32,193 | INFO     | sync_engine | [UPLOAD]   8byte\Sai_Prabhat_Full_Stack.pdf
2026-03-21 11:06:34,059 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-21 11:06:34,059 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-21 11:06:34,059 | INFO     | sync_engine | [UPLOAD]   BreadFinicaial\Sai_Prabhat_Full_Stack.pdf
2026-03-21 11:06:36,565 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-21 11:06:36,565 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-21 11:06:36,565 | INFO     | sync_engine | [UPLOAD]   Dotrr.ai\Sai_Prabhat_Full_Stack.pdf
2026-03-21 11:06:37,260 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-21 11:06:37,260 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-21 11:06:37,260 | INFO     | sync_engine | [UPLOAD]   Figr\G_SAI_PRABHAT.pdf
2026-03-21 11:06:37,934 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-21 11:06:37,934 | INFO     | api_client | Uploaded G_SAI_PRABHAT.pdf
2026-03-21 11:06:37,934 | INFO     | sync_engine | [UPLOAD]   Galaxy8e\G_S_PRABHAT_Full_Stack.pdf
2026-03-21 11:06:38,581 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-21 11:06:38,589 | INFO     | api_client | Uploaded G_S_PRABHAT_Full_Stack.pdf
2026-03-21 11:06:38,593 | INFO     | sync_engine | [UPLOAD]   SocialPost.ai\G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-21 11:06:39,211 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-21 11:06:39,211 | INFO     | api_client | Uploaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-21 11:06:39,211 | INFO     | sync_engine | [UPLOAD]   SuperLiving\Sai_Prabhat_AI_Engineer.pdf
2026-03-21 11:06:39,867 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-21 11:06:39,867 | INFO     | api_client | Uploaded Sai_Prabhat_AI_Engineer.pdf
2026-03-21 11:06:39,867 | INFO     | sync_engine | Sync cycle complete.
2026-03-21 11:06:40,169 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-21 11:06:40,169 | INFO     | file_indexer | Cloud index built – 5 file(s).
2026-03-21 11:06:40,169 | INFO     | watcher | File watcher started on F:\resume
2026-03-21 11:06:40,178 | INFO     | sync_agent | Agent is running.  Press Ctrl-C to stop.
2026-03-21 11:07:38,901 | INFO     | sync_engine | [WATCH-DELETE] G_S_PRABHAT_Full_Stack.pdf (id=797d4450-e330-453c-8e15-db87633d3d50)
2026-03-21 11:07:38,917 | INFO     | sync_engine | [WATCH-DELETE] G_SAI_PRABHAT.pdf (id=8bbaf001-bdb8-46ee-bddd-87b29a6a33b9)
2026-03-21 11:07:38,917 | INFO     | sync_engine | [WATCH-DELETE] G_SAI_PRABHAT_FULL_STACK.pdf (id=1f753b7c-d3cf-43ba-b307-c20b9aba2973)
2026-03-21 11:07:38,917 | INFO     | sync_engine | [WATCH-DELETE] Sai_Prabhat_AI_Engineer.pdf (id=4d07e1eb-9874-4f83-9fa0-149019a43a07)
2026-03-21 11:07:38,917 | INFO     | sync_engine | [WATCH-DELETE] Sai_Prabhat_Full_Stack.pdf (id=5afedcff-cafd-49d3-bef4-c3db8236155f)
